sig_id,pert_iname,canonical_smiles
REP.A023_MCF7_24H:O22,levamisole,C1CN2C[C@@H](N=C2S1)c1ccccc1
REP.A023_MCF7_24H:O23,levamisole,C1CN2C[C@@H](N=C2S1)c1ccccc1
REP.A023_MCF7_24H:O24,levamisole,C1CN2C[C@@H](N=C2S1)c1ccccc1
REP.A023_MCF7_24H:P01,lasalocid,CC[C@H](C1OC(CC)(C[C@@H]1C)C1CC[C@](O)(CC)[C@H](C)O1)C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O
REP.A023_MCF7_24H:P02,lasalocid,CC[C@H](C1OC(CC)(C[C@@H]1C)C1CC[C@](O)(CC)[C@H](C)O1)C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O
REP.A023_MCF7_24H:P03,lasalocid,CC[C@H](C1OC(CC)(C[C@@H]1C)C1CC[C@](O)(CC)[C@H](C)O1)C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O
REP.A023_MCF7_24H:P04,lasalocid,CC[C@H](C1OC(CC)(C[C@@H]1C)C1CC[C@](O)(CC)[C@H](C)O1)C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O
REP.A023_MCF7_24H:P05,lasalocid,CC[C@H](C1OC(CC)(C[C@@H]1C)C1CC[C@](O)(CC)[C@H](C)O1)C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O
REP.A023_MCF7_24H:P06,lasalocid,CC[C@H](C1OC(CC)(C[C@@H]1C)C1CC[C@](O)(CC)[C@H](C)O1)C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O
REP.A023_MCF7_24H:P07,linsidomine,N=c1c[n+]([n-]o1)N1CCOCC1
REP.A023_MCF7_24H:P08,linsidomine,N=c1c[n+]([n-]o1)N1CCOCC1
REP.A023_MCF7_24H:P09,linsidomine,N=c1c[n+]([n-]o1)N1CCOCC1
REP.A023_MCF7_24H:P10,linsidomine,N=c1c[n+]([n-]o1)N1CCOCC1
REP.A023_MCF7_24H:P11,linsidomine,N=c1c[n+]([n-]o1)N1CCOCC1
REP.A023_MCF7_24H:P12,linsidomine,N=c1c[n+]([n-]o1)N1CCOCC1
REP.A023_MCF7_24H:P13,floxuridine,OCC1OC(CC1O)n1cc(F)c(=O)[nH]c1=O
REP.A023_MCF7_24H:P14,floxuridine,OCC1OC(CC1O)n1cc(F)c(=O)[nH]c1=O
REP.A023_MCF7_24H:P15,floxuridine,OCC1OC(CC1O)n1cc(F)c(=O)[nH]c1=O
REP.A023_MCF7_24H:P16,floxuridine,OCC1OC(CC1O)n1cc(F)c(=O)[nH]c1=O
REP.A023_MCF7_24H:P17,floxuridine,OCC1OC(CC1O)n1cc(F)c(=O)[nH]c1=O
REP.A023_MCF7_24H:P18,floxuridine,OCC1OC(CC1O)n1cc(F)c(=O)[nH]c1=O
REP.A023_MCF7_24H:P19,diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
REP.A023_MCF7_24H:P20,diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
REP.A023_MCF7_24H:P21,diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
REP.A023_MCF7_24H:P22,diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
REP.A023_MCF7_24H:P23,diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
REP.A023_MCF7_24H:P24,diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
REP.A023_MCF7_24H:D10,amsacrine,COc1cc(NS(=O)(=O)C)ccc1Cc2c3ccccc3nc4ccccc24
REP.A023_MCF7_24H:I02,sertraline,CN[C@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc12
REP.A023_MCF7_24H:I06,sertraline,CN[C@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc12
REP.A024_MCF7_24H:A07,ST-1859,Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12
REP.A024_MCF7_24H:A08,ST-1859,Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12
REP.A024_MCF7_24H:A09,ST-1859,Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12
REP.A024_MCF7_24H:A10,ST-1859,Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12
REP.A024_MCF7_24H:A11,ST-1859,Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12
REP.A024_MCF7_24H:A12,ST-1859,Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12
REP.A024_MCF7_24H:A13,tagatose,OCC(O)C(O)C(O)C(=O)CO
REP.A024_MCF7_24H:A14,tagatose,OCC(O)C(O)C(O)C(=O)CO
REP.A024_MCF7_24H:A15,tagatose,OCC(O)C(O)C(O)C(=O)CO
REP.A024_MCF7_24H:A16,tagatose,OCC(O)C(O)C(O)C(=O)CO
REP.A024_MCF7_24H:A17,tagatose,OCC(O)C(O)C(O)C(=O)CO
REP.A024_MCF7_24H:A18,tagatose,OCC(O)C(O)C(O)C(=O)CO
REP.A024_MCF7_24H:A19,exemestane,C[C@]12CCC3C(CC(=C)C4=CC(=O)C=C[C@]34C)C1CCC2=O
REP.A024_MCF7_24H:A20,exemestane,C[C@]12CCC3C(CC(=C)C4=CC(=O)C=C[C@]34C)C1CCC2=O
REP.A024_MCF7_24H:A21,exemestane,C[C@]12CCC3C(CC(=C)C4=CC(=O)C=C[C@]34C)C1CCC2=O
REP.A024_MCF7_24H:A22,exemestane,C[C@]12CCC3C(CC(=C)C4=CC(=O)C=C[C@]34C)C1CCC2=O
REP.A024_MCF7_24H:A23,exemestane,C[C@]12CCC3C(CC(=C)C4=CC(=O)C=C[C@]34C)C1CCC2=O
REP.A024_MCF7_24H:A24,exemestane,C[C@]12CCC3C(CC(=C)C4=CC(=O)C=C[C@]34C)C1CCC2=O
REP.A024_MCF7_24H:B07,etofenamate,OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F
REP.A024_MCF7_24H:B08,etofenamate,OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F
REP.A024_MCF7_24H:B09,etofenamate,OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F
REP.A024_MCF7_24H:B10,etofenamate,OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F
REP.A024_MCF7_24H:B11,etofenamate,OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F
REP.A024_MCF7_24H:B12,etofenamate,OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F
REP.A024_MCF7_24H:B13,atenolol-(+/-),CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
REP.A024_MCF7_24H:B14,atenolol-(+/-),CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
REP.A024_MCF7_24H:B15,atenolol-(+/-),CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
REP.A024_MCF7_24H:B16,atenolol-(+/-),CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
REP.A024_MCF7_24H:B17,atenolol-(+/-),CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
REP.A024_MCF7_24H:B18,atenolol-(+/-),CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
REP.A024_MCF7_24H:B19,azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
REP.A024_MCF7_24H:B20,azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
REP.A024_MCF7_24H:B21,azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
REP.A024_MCF7_24H:B22,azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
REP.A024_MCF7_24H:B23,azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
REP.A024_MCF7_24H:B24,azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
REP.A024_MCF7_24H:C01,doramapimod,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C
REP.A024_MCF7_24H:C02,doramapimod,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C
REP.A024_MCF7_24H:C03,doramapimod,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C
REP.A024_MCF7_24H:C04,doramapimod,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C
REP.A024_MCF7_24H:C05,doramapimod,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C
REP.A024_MCF7_24H:C06,doramapimod,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C
REP.A024_MCF7_24H:C07,resorcinol,CC(=O)Oc1cccc(O)c1
REP.A024_MCF7_24H:C08,resorcinol,CC(=O)Oc1cccc(O)c1
REP.A024_MCF7_24H:C09,resorcinol,CC(=O)Oc1cccc(O)c1
REP.A024_MCF7_24H:C10,resorcinol,CC(=O)Oc1cccc(O)c1
REP.A024_MCF7_24H:C11,resorcinol,CC(=O)Oc1cccc(O)c1
REP.A024_MCF7_24H:C12,resorcinol,CC(=O)Oc1cccc(O)c1
REP.A024_MCF7_24H:C13,IKK-2-inhibitor-V,Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F
REP.A024_MCF7_24H:C14,IKK-2-inhibitor-V,Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F
REP.A024_MCF7_24H:C15,IKK-2-inhibitor-V,Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F
REP.A024_MCF7_24H:C16,IKK-2-inhibitor-V,Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F
REP.A024_MCF7_24H:C17,IKK-2-inhibitor-V,Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F
REP.A024_MCF7_24H:C18,IKK-2-inhibitor-V,Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F
REP.A024_MCF7_24H:C19,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:C20,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:C21,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:C22,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:C23,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:C24,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:D01,naftifine,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12
REP.A024_MCF7_24H:D02,naftifine,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12
REP.A024_MCF7_24H:D03,naftifine,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12
REP.A024_MCF7_24H:D04,naftifine,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12
REP.A024_MCF7_24H:D05,naftifine,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12
REP.A024_MCF7_24H:D06,naftifine,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12
REP.A024_MCF7_24H:D07,irsogladine,Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl
REP.A024_MCF7_24H:D08,irsogladine,Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl
REP.A024_MCF7_24H:D09,irsogladine,Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl
REP.A024_MCF7_24H:D10,irsogladine,Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl
REP.A024_MCF7_24H:D11,irsogladine,Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl
REP.A024_MCF7_24H:D12,irsogladine,Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl
REP.A024_MCF7_24H:D13,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O
REP.A024_MCF7_24H:D14,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O
REP.A024_MCF7_24H:D15,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O
REP.A024_MCF7_24H:D16,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O
REP.A024_MCF7_24H:D17,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O
REP.A024_MCF7_24H:D18,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O
REP.A024_MCF7_24H:D19,NSI-189,CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1
REP.A024_MCF7_24H:D20,NSI-189,CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1
REP.A024_MCF7_24H:D21,NSI-189,CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1
REP.A024_MCF7_24H:D22,NSI-189,CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1
REP.A024_MCF7_24H:D23,NSI-189,CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1
REP.A024_MCF7_24H:D24,NSI-189,CC(C)CCNc1ncccc1C(=O)N1CCN(Cc2ccccc2)CC1
REP.A024_MCF7_24H:E01,bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1
REP.A024_MCF7_24H:E02,bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1
REP.A024_MCF7_24H:E03,bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1
REP.A024_MCF7_24H:E04,bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1
REP.A024_MCF7_24H:E05,bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1
REP.A024_MCF7_24H:E06,bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1
REP.A024_MCF7_24H:E07,pralatrexate,Nc1nc(N)c2nc(CC(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2n1
REP.A024_MCF7_24H:E08,pralatrexate,Nc1nc(N)c2nc(CC(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2n1
REP.A024_MCF7_24H:E09,pralatrexate,Nc1nc(N)c2nc(CC(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2n1
REP.A024_MCF7_24H:E10,pralatrexate,Nc1nc(N)c2nc(CC(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2n1
REP.A024_MCF7_24H:E11,pralatrexate,Nc1nc(N)c2nc(CC(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2n1
REP.A024_MCF7_24H:E12,pralatrexate,Nc1nc(N)c2nc(CC(CC#C)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2n1
REP.A024_MCF7_24H:E13,carbachol,C[N+](C)(C)CCOC(N)=O
REP.A024_MCF7_24H:E14,carbachol,C[N+](C)(C)CCOC(N)=O
REP.A024_MCF7_24H:E15,carbachol,C[N+](C)(C)CCOC(N)=O
REP.A024_MCF7_24H:E16,carbachol,C[N+](C)(C)CCOC(N)=O
REP.A024_MCF7_24H:E17,carbachol,C[N+](C)(C)CCOC(N)=O
REP.A024_MCF7_24H:E18,carbachol,C[N+](C)(C)CCOC(N)=O
REP.A024_MCF7_24H:E19,hydrocortisone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
REP.A024_MCF7_24H:E20,hydrocortisone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
REP.A024_MCF7_24H:E21,hydrocortisone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
REP.A024_MCF7_24H:E22,hydrocortisone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
REP.A024_MCF7_24H:E23,hydrocortisone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
REP.A024_MCF7_24H:E24,hydrocortisone,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
REP.A024_MCF7_24H:F01,tomelukast,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O
REP.A024_MCF7_24H:F02,tomelukast,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O
REP.A024_MCF7_24H:F03,tomelukast,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O
REP.A024_MCF7_24H:F04,tomelukast,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O
REP.A024_MCF7_24H:F05,tomelukast,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O
REP.A024_MCF7_24H:F06,tomelukast,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O
REP.A024_MCF7_24H:F13,procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1
REP.A024_MCF7_24H:F14,procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1
REP.A024_MCF7_24H:F15,procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1
REP.A024_MCF7_24H:F16,procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1
REP.A024_MCF7_24H:F17,procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1
REP.A024_MCF7_24H:F18,procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1
REP.A024_MCF7_24H:F19,alisertib,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O
REP.A024_MCF7_24H:F20,alisertib,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O
REP.A024_MCF7_24H:F21,alisertib,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O
REP.A024_MCF7_24H:F22,alisertib,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O
REP.A024_MCF7_24H:F23,alisertib,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O
REP.A024_MCF7_24H:F24,alisertib,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O
REP.A024_MCF7_24H:G01,rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
REP.A024_MCF7_24H:G02,rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
REP.A024_MCF7_24H:G03,rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
REP.A024_MCF7_24H:G04,rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
REP.A024_MCF7_24H:G05,rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
REP.A024_MCF7_24H:G06,rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
REP.A024_MCF7_24H:G07,mCPP,Clc1cccc(c1)N1CCNCC1
REP.A024_MCF7_24H:G08,mCPP,Clc1cccc(c1)N1CCNCC1
REP.A024_MCF7_24H:G09,mCPP,Clc1cccc(c1)N1CCNCC1
REP.A024_MCF7_24H:G10,mCPP,Clc1cccc(c1)N1CCNCC1
REP.A024_MCF7_24H:G11,mCPP,Clc1cccc(c1)N1CCNCC1
REP.A024_MCF7_24H:G12,mCPP,Clc1cccc(c1)N1CCNCC1
REP.A024_MCF7_24H:G13,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:G14,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:G15,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:G16,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:G17,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:G18,bortezomib,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O
REP.A024_MCF7_24H:G19,ulipristal,CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
REP.A024_MCF7_24H:G20,ulipristal,CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
REP.A024_MCF7_24H:G21,ulipristal,CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
REP.A024_MCF7_24H:G22,ulipristal,CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
REP.A024_MCF7_24H:G23,ulipristal,CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
REP.A024_MCF7_24H:G24,ulipristal,CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
REP.A024_MCF7_24H:H01,clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
REP.A024_MCF7_24H:H02,clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
REP.A024_MCF7_24H:H03,clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
REP.A024_MCF7_24H:H04,clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
REP.A024_MCF7_24H:H05,clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
REP.A024_MCF7_24H:H06,clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
REP.A024_MCF7_24H:H07,SU-014813,Cc1[nH]c(\C=C2\C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
REP.A024_MCF7_24H:H08,SU-014813,Cc1[nH]c(\C=C2\C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
REP.A024_MCF7_24H:H09,SU-014813,Cc1[nH]c(\C=C2\C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
REP.A024_MCF7_24H:H10,SU-014813,Cc1[nH]c(\C=C2\C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
REP.A024_MCF7_24H:H11,SU-014813,Cc1[nH]c(\C=C2\C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
REP.A024_MCF7_24H:H12,SU-014813,Cc1[nH]c(\C=C2\C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
REP.A024_MCF7_24H:H13,r(-)-apomorphine,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31
REP.A024_MCF7_24H:H14,r(-)-apomorphine,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31
REP.A024_MCF7_24H:H15,r(-)-apomorphine,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31
REP.A024_MCF7_24H:H16,r(-)-apomorphine,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31
REP.A024_MCF7_24H:H17,r(-)-apomorphine,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31
REP.A024_MCF7_24H:H18,r(-)-apomorphine,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31
